address,tel,name,locality,country,latitude,longitude,postcode,factual_id
915 Utica Ave,(718) 495-2474,Island Burger,Brooklyn,us,40.650729,-73.930077,11203,2ef2f6c2-0eb1-4e03-8a4e-5d9d1be73065
4204 Avenue D,(718) 629-9669,King,Brooklyn,us,40.641483,-73.936852,11203,60d5d5f6-fb60-4cd5-a508-4f1e29a1122b
3401 Church Ave,(718) 462-8786,Kal's Bakery,Brooklyn,us,40.651165,-73.945614,11203,0c9a67dd-f311-4e82-b463-b13ba2323a54
1242 Nostrand Ave,(718) 462-8854,Jing Lung Chinese Restaurant,Brooklyn,us,40.656745,-73.950357,11225,5924d772-8cae-4745-a5f5-75f08e80bb09
1609 Nostrand Ave,(718) 284-6877,H Q Lounge,Brooklyn,us,40.646787,-73.948988,11226,76e9ceee-92cb-4155-8b49-5cc24a21b6be
1862 Nostrand Ave,(718) 885-8119,Golden Krust,Brooklyn,us,40.640287,-73.948489,11226,8e3fdde5-c867-46de-a63c-b0758e286ad0
520 Clarkson Ave,(718) 484-4754,Popeye's Louisiana Kitchen,Brooklyn,us,40.655743,-73.942163,11203,3d9e7c59-6587-466c-a7f3-fd2567eb3f6d
1736 Nostrand Ave,(718) 282-5307,New Panda Chinese Restaurant,Brooklyn,us,40.64362,-73.94899,11226,8dcfb472-6020-46c3-a518-1fa0ba525b11
1922 Nostrand Ave,(718) 826-2278,Kennedy Fried Chicken,Brooklyn,us,40.638724,-73.948384,11226,3045f6ff-0915-4cdd-977f-df42532440cb
4224 Church Ave,(718) 826-0020,Rose Garden Catering,Brooklyn,us,40.651311,-73.937566,11203,679f1ad9-b868-4ea6-bef0-0f32feb0ddcf
701 Utica Ave,(718) 778-0023,Gsl,Brooklyn,us,40.656256,-73.930653,11203,b156de9c-e6bf-46bc-972d-5ff7ee4b5c59
2709 Foster Ave,(347) 406-9501,D and N Mater Tint,Brooklyn,us,40.638492,-73.950922,11210,6d2b831a-4a43-45e6-94c2-0d55f0361773
4902 Church Ave,(718) 287-3289,A & P Roti and Pastry Shop,Brooklyn,us,40.651551,-73.931249,11203,967b7d5a-f6cb-4e34-8cff-790f9c733c5e
3017 Church Ave,(718) 856-1220,New Chung Mee Restaurant,Brooklyn,us,40.65097,-73.948986,11226,1aa9c5c6-852c-432c-9887-5dc14c58d504
793 Utica Ave,(347) 787-0663,Crown Fried Chicken,Brooklyn,us,40.653873,-73.930547,11203,a0b5c630-adcd-4d0a-8f0a-10336cbbeecd
184 E 35th St,(718) 826-1807,Bake & Things,Brooklyn,us,40.650792,-73.944839,11203,2b648920-0355-012f-b33e-003048cacd48
1283 Rogers Ave,(347) 295-0704,Sabina Deli and Grocery,Brooklyn,us,40.638924,-73.951147,11226,efa1ef25-5d38-490f-9d4a-9943881f58bf
500 Clarkson Ave,(718) 604-3333,Brick oven pizza,Brooklyn,us,40.655805,-73.942878,11203,4c87b5ed-a774-4e0b-af2a-bee291524334
4513 Avenue D,(718) 451-5900,Avenue D Grill,Brooklyn,us,40.642017,-73.933837,11203,3d1b4a3d-008d-47fd-9572-9fe5b7c3539b
4202 Avenue D,(718) 421-8898,Palm Grove Takeout Restaurant,Brooklyn,us,40.641494,-73.936921,11203,6e9e9b0d-c03a-472b-bdf8-266d6529a779
4324 Church Ave,(718) 284-1133,Siu's Chinese Restaurant,Brooklyn,us,40.651277,-73.936378,11203,782e228a-3c59-47b1-a747-c18ccbc51563
897 Clarkson Ave,(718) 363-9555,House Of Lin,Brooklyn,us,40.656834,-73.928249,11203,2b5a2b30-0355-012f-b33e-003048cacd48
4706 Church Ave,(718) 941-0217,Sand Hills Restaurant,Brooklyn,us,40.651438,-73.933001,11203,0c6eff0d-b692-48b5-b954-862fd96d09be
4902 Avenue D,(718) 444-3900,Be Smart,Brooklyn,us,40.642028,-73.930178,11203,1e15ad46-2596-47c9-8ef0-b835f0084501
942 Utica Ave,(718) 385-8886,Jumbo House,Brooklyn,us,40.649897,-73.930473,11203,5248c522-6ed2-4810-a055-b064e9f1428d
1282 Nostrand Ave,(718) 462-6666,China City,Brooklyn,us,40.655775,-73.950326,11226,32cdee77-0d51-441c-ba7e-8ce21a755999
4524 Church Ave,(718) 675-2985,46 Grocery,Brooklyn,us,40.651352,-73.934961,11203,17d692bf-e26f-4f03-bcc8-f166a5547139
1452 Nostrand Ave,(718) 483-8079,Big Boys Deli,Brooklyn,us,40.65089,-73.949724,11226,5c8ef4aa-66da-40d3-ba96-aa5ad321b5d4
787 Albany Ave,(718) 221-5439,Shantie Deli & Grocery,Brooklyn,us,40.654679,-73.939278,11203,cf58e95e-7c5b-4fa3-acd9-71c0644b595b
1675 Nostrand Ave,(347) 295-0900,Ya Ya's Pizzeria,Brooklyn,us,40.645192,-73.948911,11226,327027b0-234a-4bcf-8bd3-094174f8a6ec
1440 Utica Ave,(347) 492-6100,Trelawni Place,Brooklyn,us,40.637249,-73.929221,11203,774770f6-391b-4268-b1c9-1295b2f0c8c6
1083 Utica Ave,(347) 787-4611,Big Boys Deli,Brooklyn,us,40.646472,-73.929611,11203,501de112-9c7d-4759-abc9-409021c47513
492 Clarkson Ave,,Kanz Express Delicatessen,Brooklyn,us,40.655866,-73.942833,11203,64d0bccc-ddb1-46a4-a70a-f263f3a73e2c
3814 Church Ave,(347) 442-0400,Fishnet,Brooklyn,us,40.651021,-73.94143,11203,4bc2707a-f5c9-4c46-8239-d5effeda1512
1845 Nostrand Ave,(718) 749-0381,Jamaican Jerk Center,Brooklyn,us,40.640628,-73.948359,11226,4156ec19-e642-4f6d-bd87-7043985f30b2
5422 Church Ave,(718) 484-2200,Red Hills Rd,Brooklyn,us,40.652346,-73.9261,11203,e8634404-8815-4e9c-a1ad-78cb3e0cda66
1681 Nostrand Ave,(718) 693-5133,Blake Bakery & Take Out,Brooklyn,us,40.644873,-73.948849,11226,036a14cd-1e8e-4ff4-ae59-c34b01f94d7a
5013 Avenue D,(718) 629-9014,Joyce's West Indies Restaurant,Brooklyn,us,40.642367,-73.928885,11203,f977d6e5-34d1-4236-8ac0-c1d6a2b5e80a
1676 Nostrand Ave,(718) 941-9324,Kennedy Fried Chicken,Brooklyn,us,40.645247,-73.949208,11226,db16a948-139a-4e7c-b3f0-d31884864f97
504 Clarkson Ave,(718) 778-7721,Crown Fried Chicken,Brooklyn,us,40.655807,-73.942708,11203,9d684558-c9d6-463e-8f31-bdd2020c1633
4605 Church Ave,(718) 826-1953,You Yi,Brooklyn,us,40.651646,-73.9341,11203,56419e84-72a3-4020-bbc1-95c0d87465db
3322 Church Ave,(347) 627-2879,Melanie Rest & Juce,Brooklyn,us,40.650855,-73.946086,11203,55fa7c3c-3d2a-4ce3-b2fa-ac47149b3c69
926 Clarkson Ave,(718) 342-1877,Ritz Cuisine,Brooklyn,us,40.656721,-73.926832,11203,452e6ca3-3ad5-4ca2-a4ab-ffad92ca12f1
5222 Church Ave,(347) 663-8537,Mr Taste Caterer,Brooklyn,us,40.652259,-73.927797,11203,19a0f460-5389-4788-94f0-98f135c8b83f
4701 Church Ave,(347) 663-8515,Ital Fusion,Brooklyn,us,40.651807,-73.933185,11203,2b67ab20-0355-012f-b33e-003048cacd48
1551 Nostrand Ave,(718) 941-5032,Dish Restaurant,Brooklyn,us,40.648323,-73.94919,11226,05cd8a8d-f432-439d-8912-c56d58fe9f12
1922 Nostrand Ave,(718) 826-2278,Big New York Fried Chicken,Brooklyn,us,40.638798,-73.948357,11226,89085b53-8b6c-4e05-9db5-53504cb67f45
846 Clarkson Ave,(718) 774-4331,Sally's Jamaican Restaurant,Brooklyn,us,40.656474,-73.930194,11203,57562fa1-857a-4648-bda9-dd33baffa63f
5024 Church Ave,(347) 350-7715,Blue Ocean,Brooklyn,us,40.651708,-73.929524,11203,730d3483-59a2-4e83-b019-460b076c8917
4122 Avenue D,(718) 462-2572,Ibb Food,Brooklyn,us,40.641497,-73.937719,11203,80ffe878-2b45-4dfb-919d-bbea6044c666
3323 Church Ave,(718) 282-1564,Ny Deli & Grocery,Brooklyn,us,40.65103,-73.946375,11203,75f97f19-0a30-4380-8e09-f1065736fe33
3923 Church Ave,(718) 940-9522,Express Deli,Brooklyn,us,40.651427,-73.940444,11203,88a14c15-ec3d-49a0-a893-7a7edfa06b74
1924 Nostrand Ave,(718) 469-8888,Kenny's Roaster,Brooklyn,us,40.638753,-73.948426,11226,754cab54-e242-4c87-86b3-6463ffe60345
917 Utica Ave,(718) 485-2020,P & S Bakery & Restaurant,Brooklyn,us,40.650643,-73.930083,11203,988a38e1-626e-47d9-b9fb-2ab4fe5084ed
3113 Church Ave,(718) 282-4035,Grace Before Meals Roti Shop,Brooklyn,us,40.651012,-73.947984,11226,32291400-4d58-44e3-b5a4-512dbd5c3254
756 Linden Blvd,(718) 566-2222,China City Restaurant,Brooklyn,us,40.65378,-73.930138,11203,a8899fa3-bc60-462f-b908-c03319528417
1750 Nostrand Ave,(718) 675-1164,New Adam Deli Grocery,Brooklyn,us,40.643144,-73.948832,11226,274ab893-09fa-4fac-8de8-d338fdad9dc1
2816 Church Ave,(718) 282-2422,Pascale Bakery & Restaurant,Brooklyn,us,40.650668,-73.950814,11226,05b82ac3-eb90-4c5e-878f-370779ae3bf3
1845 Nostrand Ave,(718) 703-2323,Krown Fried Chicken,Brooklyn,us,40.640638,-73.948407,11226,efbe9df0-5de6-4592-8b5e-4fde7d0792e3
5601 Clarendon Rd,(718) 451-0275,Jimmy Fingers Carribean Cuisines And Seafood,Brooklyn,us,40.644928,-73.923704,11203,c9d0eef2-9f61-4426-9b7d-d23a759dbe5b
2831 Church Ave,(718) 287-7262,Rama's Roti Shop,Brooklyn,us,40.650953,-73.950328,11226,64a4e13c-7f53-49b8-8b93-a8438c44507b
4224 Church Ave,(718) 826-0020,Lrb Nurses Registry,Brooklyn,us,40.65132,-73.937709,11203,bbb7654c-6b5b-4284-9d79-24b40d208403
1272 Nostrand Ave,(347) 787-8439,Gotham 2 Deli & Grill,Brooklyn,us,40.656084,-73.950274,11226,b58f4436-6728-424a-8d42-e48615648a2a
884 Utica Ave,(718) 941-9450,Ackee Tree Delight Restaurant,Brooklyn,us,40.651431,-73.930516,11203,40897845-79ed-4edb-90bb-047123e7344d
4311 Church Ave,(718) 287-1462,Blake International Restaurant,Brooklyn,us,40.651599,-73.936967,11203,0d2f827a-5dfe-4b5c-9a8b-bf479d4d44d2
451 Clarkson Ave,(718) 756-1014,Kings County Coffee Shop,Brooklyn,us,40.656352,-73.94477,11203,aa91b7ab-8069-47be-98d5-87ad256c9182
3312 Church Ave,(718) 282-6686,China Kitchen,Brooklyn,us,40.650797,-73.9462,11203,7a382b71-497a-4e43-9d40-e604145b8389
4703 Church Ave,(718) 703-0010,The Hills Lounge,Brooklyn,us,40.651803,-73.933107,11203,6e32d373-f83e-4de3-91ba-5bd17902cc0d
4809 Church Ave,(718) 856-6079,Tastee Supreme,Brooklyn,us,40.652055,-73.931999,11203,3e67e63b-53fe-4805-ad91-650e4d9b2399
1751 Nostrand Ave,(718) 284-6722,Argentina Deli Grocery,Brooklyn,us,40.64311,-73.948699,11226,b1424c9a-6340-4d94-8903-71a0d2c25f23
1740 Nostrand Ave,(347) 271-9267,Moms Caribbean Kitchen,Brooklyn,us,40.643541,-73.948877,11226,29d3d1c3-db8a-4c63-9857-99e98049f40d
5014 Church Ave,(718) 342-5770,Hammond's Finger Lickin Bakery,Brooklyn,us,40.651704,-73.929886,11203,3866f5d5-2247-4765-bd43-50318177a032
5322 Church Ave,(718) 485-0731,Linda's Restaurant & Bakery,Brooklyn,us,40.652211,-73.92675,11203,31293535-cefa-4cb1-98a2-1c4ce6551ab6
1241 Nostrand Ave,(718) 693-5611,Habiba Pizzeria,Brooklyn,us,40.657063,-73.950019,11225,b6087786-27de-4cf2-96fc-e01b1b9d4e6c
3523 Church Ave,(718) 940-9379,Brooklyn Jerk Center,Brooklyn,us,40.651181,-73.9443,11203,a674efd5-c1ce-4da8-8cd5-a7981264622e
3910 Church Ave,(347) 533-8449,A-Town Buffalo Wings,Brooklyn,us,40.651171,-73.940675,11203,c2ad4d63-57c5-48e1-8818-62b4477e29e0
3114 Tilden Ave,(718) 703-5313,Chez NE Mours,Brooklyn,us,40.646847,-73.947893,11226,1902b5d8-e732-4e02-aaed-a2915527658b
1751 Nostrand Ave,(718) 284-6722,Family Deli,Brooklyn,us,40.643087,-73.948598,11226,fa5963c8-1c19-48c3-a0e8-d6b343af7e58
1856 Nostrand Ave,(718) 282-5585,Seven Seas II Fishmarket,Brooklyn,us,40.64043,-73.948642,11226,40d2bdfd-32f3-4610-8b08-1e5023761a61
1253 Schenectady Ave,(718) 451-3300,Duncan Island Style Restaurant,Brooklyn,us,40.64217,-73.932211,11203,4cf2b6da-7b03-4b6b-856f-5e7a3d3d5112
690 Utica Ave,(718) 771-3948,East Aaa,Brooklyn,us,40.656556,-73.931005,11203,9232c99e-df2b-4e56-a762-699eb603e51b
4201 Farragut Rd,(718) 675-1400,Deli,Brooklyn,us,40.637264,-73.936431,11203,7ba38df0-1e18-012f-0643-0030487f54d8
5226 Church Ave,(718) 342-1932,Hong Kuang Huang,Brooklyn,us,40.652194,-73.927899,11203,5c8f803c-1e89-4811-bba5-c68bebeaffa8
395 Remsen Ave,(718) 342-7846,Wahdo Restaurant,Brooklyn,us,40.65608,-73.923394,11212,007dc086-1c88-4ea7-bba7-88819ae65dd6
428 E 48th St,(718) 693-6328,Topaze West Indian Amer Restaurant,Brooklyn,us,40.651376,-73.932378,11203,1a9d75a3-1a7c-4412-a474-b16523147f93
4621 Avenue D,(718) 629-3032,New Wing Cheung,Brooklyn,us,40.64216,-73.932544,11203,2b649760-0355-012f-b33e-003048cacd48
917 New York Ave,(718) 703-9291,First Class Daily Coffee Shop,Brooklyn,us,40.651071,-73.946579,11203,0e1b0f7e-6d5d-4dc7-b4d6-a20a270d0d5a
873 Schenectady Ave,(347) 569-3833,Saddle Road Roti,Brooklyn,us,40.6519,-73.933178,11203,330aaabb-b594-4277-bc95-921da5911ebc
1398 Nostrand Ave,,Taco Grocery Buffet,New York,us,40.652481,-73.949746,11226,5dd39420-130d-42ff-bffa-7bf06c855171
4212 Avenue D,(718) 629-5600,Avenue D Homestyle Meat & Deli,Brooklyn,us,40.641524,-73.936696,11203,49849260-5e2d-42e5-a59a-1fb3b700908b
500 Clarkson Ave,,Brick Oven Pizza: Charcoal Grill Gyro Kebab Hot Food,Brooklyn,us,40.65561,-73.942734,11203,4d82f2b7-3ddf-4622-ab36-93a35ed1b3ec
1249 Utica Ave,(718) 629-4591,Tru Flavaz,Brooklyn,us,40.641982,-73.929062,11203,2b706770-0355-012f-b33e-003048cacd48
3324 Tilden Ave,(718) 856-2320,Tilden Deli,Brooklyn,us,40.646846,-73.945711,11203,0fe5cbd0-0fcd-4bdd-ba6a-8c34fc04531d
2910 Avenue D,(718) 675-4377,LYN N Chat,Brooklyn,us,40.640839,-73.949181,11226,2d611806-7c71-4218-bd89-3a30fda17db5
1308 Utica Ave,(718) 451-1766,Ragtop,Brooklyn,us,40.640643,-73.929334,11203,b4cb8423-5f2c-4bcd-a080-41573f88f6ef
4201 Church Ave,(347) 413-7327,Spice Jam Restaurant,Brooklyn,us,40.651481,-73.937915,11203,92981237-a8a2-4153-aa9f-450fe5e754e2
932 Utica Ave,(718) 949-9494,Caribbean Jerkees Delight,Brooklyn,us,40.65033,-73.93058,11203,6f4be7d0-fa9c-4428-9f5d-5d2c7f0af694
4211 Farragut Rd,(347) 750-7530,Jamerican Cusine,Brooklyn,us,40.637076,-73.936223,11203,2ae9ea0c-a8ac-48a3-ae72-1b06f6055e80
60 E 55th St,(718) 485-4029,Uncle Sam's Deli,Brooklyn,us,40.656784,-73.926238,11203,70983f16-887b-4168-9fd0-72c119c9da21
847 Utica Ave,(718) 485-7808,A & C Guyana Bakery & Restaurant,Brooklyn,us,40.652479,-73.930294,11203,0edb1d40-a0f8-4190-82a6-9a2a434abccc
3918 Church Ave,(718) 484-4917,M M Caribbean Delight,Brooklyn,us,40.651089,-73.94048,11203,20406d22-4ac5-421a-8deb-17d87cadafec
754 Linden Blvd,(718) 485-2710,Telfer Restaurant Bakery & Sports Bar,Brooklyn,us,40.653772,-73.93023,11203,04935ae8-6ae8-4f0b-b751-1d34aab1a991
1357 Nostrand Ave,(718) 693-0303,Island Eatery,Brooklyn,us,40.653586,-73.949747,11226,5b271ab9-f274-40c3-990d-7a5c77c305fa
4917 Church Ave,(347) 406-8393,Fastway Pizza,Brooklyn,us,40.651782,-73.931025,11203,d47d50de-1bbe-4124-9ea8-ac753f87d872
4615 Avenue D,(718) 483-9980,Palm Tree Sports Bar,Brooklyn,us,40.642058,-73.93285,11203,eaca99aa-7f4e-4056-8729-78a2417875b0
5601 Clarendon Rd,(800) 894-8513,Family Restaurant,Brooklyn,us,40.644955,-73.923676,11203,8afdba81-d727-48d4-8b66-9f9d81699110
4108 Farragut Rd,(718) 576-6021,Golden Krust,Brooklyn,us,40.636867,-73.93736,11210,4468fe1a-df62-4ed2-9587-4d63c0e9553e
847 Clarkson Ave,(347) 787-7607,Hair Design & Accessories,Brooklyn,us,40.656832,-73.930351,11203,6384f752-c364-42e3-9c51-b487d9ccdb9d
1294 Nostrand Ave,(718) 941-2541,M & S Deli & Grocery,Brooklyn,us,40.654902,-73.950168,11226,c0dd26f5-6183-4da2-bd21-a7646bdf4362
5502 Church Ave,(347) 413-9552,Supreme Deli & Grill,Brooklyn,us,40.652311,-73.925445,11203,61d792b6-2e09-486f-9b91-f83638766c50
1091 Utica Ave,(718) 629-1300,All Nations Restaurant & Lounge,Brooklyn,us,40.646073,-73.929544,11203,48e8be17-ac18-44b0-b02d-e04b9281ff6c
3 E 31st St,(718) 282-2001,Deli El Bigote,Brooklyn,us,40.650671,-73.948487,11226,5df8e141-6791-4a6d-a762-11ce5c37e5ef
1840 Nostrand Ave,(718) 483-9576,1840Deli Grocery,Brooklyn,us,40.640837,-73.948712,11226,bd47e6df-f9c3-49bd-ac5b-bb97ff081d1d
2914 Beverley Rd,(718) 287-3108,Belal Deli& Grocery,Brooklyn,us,40.644978,-73.949615,11226,167d3e86-4d05-40bc-9ecd-37f92ef7b867
5401 Church Ave,(347) 295-1511,5401 Gourmet Deli,Brooklyn,us,40.652553,-73.926436,11203,5d3bd1ca-bb34-4cea-ba4b-f97acf702f48
921 Utica Ave,(347) 461-9370,Le Mirage,Brooklyn,us,40.650578,-73.929977,11203,e67899f8-4798-4b12-ba98-9d762777c9b1
1881 Nostrand Ave,,KP Farm Market,Brooklyn,us,40.63975,-73.946432,11226,73882c33-1a9f-4469-b759-e70c41ebc232
4315 Farragut Rd,(718) 469-0409,The New Sand Hills Restaurant,Brooklyn,us,40.637141,-73.935386,11203,2b7e5700-0355-012f-b33e-003048cacd48
3302 Church Ave,(718) 282-5018,Lena Deli Grocery,Brooklyn,us,40.651005,-73.946792,11203,07d33598-a6f1-4b83-acdc-ad3b19c5b1ea
1500 Nostrand Ave,(718) 282-3400,Chiu Yau Pong Restaurant,Brooklyn,us,40.649611,-73.949643,11226,14141baa-3a0e-42b7-b602-433ccf8ab987
1349 Utica Ave,(347) 770-9112,Kalex Partners,Brooklyn,us,40.639617,-73.928729,11203,8129f4d4-1f96-4f31-b56f-43caba61f99e
502 Clarkson Ave,,Marab Deli & Grocery,Brooklyn,us,40.655736,-73.942784,11203,126396a8-885e-48db-b53f-82d6ccde72bd
5211 Avenue D,(718) 241-2739,Sippers Sports Bar,Brooklyn,us,40.642373,-73.92704,11203,00af3bd4-d571-4ea6-942d-936a7156f4bf
1092 Utica Ave,(718) 345-4888,Cafe Alta,Brooklyn,us,40.645776,-73.930253,11203,1e28530f-75eb-47db-865f-bc209c5592ff
1449 Nostrand Ave,(718) 826-3008,Nostrand Donut Shop,Brooklyn,us,40.650935,-73.94934,11226,4d440f2c-56f9-48bc-aaf6-bf49f58638e5
954 Utica Ave,(347) 425-0987,Dutchpot Jamaican Amer Restaurant,Brooklyn,us,40.649622,-73.930396,11203,2cd51967-ee0a-4fc5-9867-e49a71b43bae
1840 Nostrand Ave,(718) 282-8345,Nostrand Deli & Grocery,Brooklyn,us,40.640762,-73.948705,11226,c5b9c0b8-6c3e-48ad-94b2-c20985f832d8
4209 Avenue D,(718) 629-0402,Djy,Brooklyn,us,40.641778,-73.936515,11203,2d59d55b-f7e8-40eb-8481-4cd03e1f70fb
1263 Nostrand Ave,(718) 284-1177,Crown Fried Chicken,Brooklyn,us,40.656127,-73.949945,11226,29f3a2de-b9c9-4e70-ad87-c1262d3de6bc
2901 Avenue D,(718) 826-3990,2901 KS Deli Grocery,Brooklyn,us,40.641008,-73.949362,11226,97f622f1-9875-419f-bd61-edfe36125bd1
1621 Nostrand Ave,(718) 626-1289,St Vincent Bakery,Brooklyn,us,40.646448,-73.948841,11226,2b734c50-0355-012f-b33e-003048cacd48
1231 Nostrand Ave,(718) 484-9898,Kennedy Fried Chicken and Pizza,Brooklyn,us,40.657063,-73.950179,11225,2c520685-c079-4428-a75b-e646ab0e9013
5612 Church Ave,(718) 975-0313,Delta Deli Grocery,Brooklyn,us,40.652338,-73.924271,11203,ff089cc2-1c33-4e28-a2c6-e8a215d54ac0
1925 Nostrand Ave,(347) 406-5409,Lucky 7 Deli & Grill,Brooklyn,us,40.638734,-73.948089,11226,22cbbbdb-7e49-4268-97a4-7a55c26ab008
5321 Church Ave,(718) 485-0731,Frase Plase Restaurant,Brooklyn,us,40.652527,-73.927008,11203,f7dbc06b-2c15-4770-a421-9587f9f890f3
4723 Church Ave,(718) 703-2663,Friendly Deli & Grocery,Brooklyn,us,40.651664,-73.932987,11203,099d4825-9b25-4c9a-8d80-4146979ef96c
3021 Church Ave,(718) 940-9413,Guyana Roti House,Brooklyn,us,40.650973,-73.948918,11226,f8cd37e3-92a7-44fa-8d6f-b6042051b278
5224 Church Ave,(718) 345-5161,Grill Deli & Grocery,Brooklyn,us,40.652105,-73.927906,11203,429420a5-5c78-4df5-adeb-f22331fd5789
911 New York Ave,(718) 484-9050,Crown Fried Chicken,Brooklyn,us,40.651193,-73.946574,11203,97eb70c4-6093-4436-86a5-7ee93f2ae3d1
5422 Church Ave,(718) 342-3721,Mr Chan's Restaurant,Brooklyn,us,40.652368,-73.925936,11203,2a20284d-c9ec-4285-89d3-c00e05c26e68
526 Clarkson Ave,(347) 663-6005,Clarkson Restaurant,Brooklyn,us,40.655829,-73.94201,11203,193f8f44-52ae-47a5-8767-dbf2c880f2c6
4122 Avenue D,(718) 421-8898,Ruby's Palm Grove Restaurant,Brooklyn,us,40.641421,-73.937234,11203,15ad7f4a-2951-4945-99a9-7c7eead1ba97
1165 Utica Ave,(718) 484-0705,Heat,Brooklyn,us,40.644159,-73.929445,11203,b000d58a-7476-4881-9725-27c38266995b
1278 Nostrand Ave,(718) 284-4620,Jamaican Restaurant,Brooklyn,us,40.655845,-73.95024,11226,6f652e11-be1b-4d04-94e5-0dccf2d99bf1
4615 Church Ave,(718) 469-8900,New Christian Fellowship,Brooklyn,us,40.651844,-73.933678,11203,03cc64b4-b11e-4922-950a-88f65c2a307f
3423 Church Ave,(718) 282-2556,H & W Gourmet Deli And Grocery,Brooklyn,us,40.65122,-73.945051,11203,da3e69fc-cc66-4c11-89e4-c5268c90d414
1315 Albany Ave,(347) 663-1751,The Phoenix,Brooklyn,us,40.64121,-73.937782,11203,8f4cab15-5eea-4da7-a382-0bc63d89fba9
5016 Avenue D,(347) 384-1083,Zt Caribean Restaurant,Brooklyn,us,40.641984,-73.928831,11203,e13f56ec-79ce-4f64-8962-762071ad83dd
3011 Beverley Rd,(718) 284-1925,Village Restaurant,Brooklyn,us,40.645283,-73.94865,11226,450f79dc-07b7-4964-836c-a41860aabdac
5016 Avenue D,(718) 483-9503,Smooth Taste Restaurant And Juice Bar,Brooklyn,us,40.64205,-73.928971,11203,47d05f78-2c70-4e66-b141-4663fb9da727
5202 Avenue D,(718) 209-0743,Gracious Ilse,Brooklyn,us,40.642336,-73.92723,11203,18c5e8d9-0174-4a32-b254-dd8861700e51
967 Lenox Rd,(347) 240-9745,Munchiez Deli,Brooklyn,us,40.656297,-73.923401,11212,79449778-f993-45ad-9f3f-fada853c9c0b
1709 Nostrand Ave,,Alpha Restaurant,New York,us,40.644216,-73.948673,11226,d62c1ac3-a0ce-4b51-8a0f-25b626a338fb
5505 Church Ave,(347) 631-9566,BTG Restaurant & Bar,Brooklyn,us,40.652687,-73.925396,11203,c496e18a-505d-4437-b29a-7b4fa91d722c
4501 Church Ave,(718) 287-2500,Jimmys Exclusive Deli,Brooklyn,us,40.65163,-73.935101,11203,bc022ce0-3cdf-404b-8491-852a859f8fb1
3604 Clarendon Rd,(718) 284-9605,Vegetarian Delight,Brooklyn,us,40.643521,-73.942775,11203,3abab8d3-733a-4e92-9bf4-aa14de41722e
3021 Tilden Ave,(718) 282-7921,Piece A Cake Lounge,Brooklyn,us,40.64699,-73.948724,11226,6e6c7c18-b914-4d20-9003-af832f784532
369 Remsen Ave,(347) 435-3216,Remsen Deli,Brooklyn,us,40.656492,-73.923772,11212,4dd4b2fd-256b-496d-9287-163b5917d86d
1263 Nostrand Ave,(718) 675-2800,Godfather Jamaican and Soul Food Resturante,Brooklyn,us,40.656153,-73.949964,11226,d6faeab3-3a29-47ac-926f-7fe13c1ab404
4705 Church Ave,(718) 940-7922,B & W Home-Style Restaurant,Brooklyn,us,40.651804,-73.933042,11203,3d05ee9d-4ca7-460f-a41c-91c2ef8f6bda
5211 Church Ave,(718) 346-6190,Mike Food Mart,Brooklyn,us,40.652417,-73.928058,11203,005f4287-f1b7-4859-b0e0-2faa1b846753
5211 Church Ave,(718) 346-6190,A & N Neighborhood Deli Grocery,Brooklyn,us,40.652356,-73.928091,11203,655d5d21-5bc3-4f79-8698-030d82d21467
932 Utica Ave,(718) 287-8767,Bailey's Jamaican Restaurant,Brooklyn,us,40.650319,-73.930486,11203,9db28468-d62b-42b1-97c3-9516f01dd692
598 Clarkson Ave,(347) 689-8090,Platinum Paradise,Brooklyn,us,40.65595,-73.939679,11203,f9d8599d-e85e-44f5-a92c-7b94c6c7b2fe
2016 Nostrand Ave,(347) 955-4141,Steph Zen,Brooklyn,us,40.636441,-73.948362,11210,686e8b49-4739-4957-88e0-e96c22556558
5016 Avenue D,(718) 629-3663,Bailey S Seafood,Brooklyn,us,40.642008,-73.928876,11203,f7879c8a-4c1a-4c3a-b889-ecc3b52b0718
2810 Avenue D,(347) 787-4043,Step On Top Restaurant,Brooklyn,us,40.640736,-73.950113,11226,dbb69728-8a7b-459f-8b89-c65fd09db093
868 Utica Ave,(718) 282-2401,Tang's Amber Mini Market,Brooklyn,us,40.651988,-73.930625,11203,aca472b8-2ed4-4a91-9ab7-9255f6106bea
1367 Utica Ave,(718) 771-2180,Tropical paradise ballroom,New York,us,40.63913,-73.929025,11203,5d15ecf2-1f92-41fd-813b-1c8efb0770b1
3305 Foster Ave,(800) 287-2651,Deli Trading,Brooklyn,us,40.638987,-73.945132,11210,55c2be88-cd3e-44a1-8e60-df77ea892aa3
1729 Nostrand Ave,(800) 347-3388,All Fruit Ripe Restaurant,Brooklyn,us,40.643678,-73.948602,11226,8c0e1b8e-0789-4154-9cf5-2404f594108b
1727 Nostrand Ave,(718) 676-0309,Finger Licking Restaurant & Bakery,Brooklyn,us,40.643713,-73.948672,11226,55e627ad-e97e-42c0-90aa-162acd5bb1c3
470 Clarkson Ave,(406) 557-1381,Halal Food Cart,Brooklyn,us,40.655672,-73.943819,11203,9c177d33-a5bc-4396-bd1d-376157a635b7
778 Lenox Rd,(718) 484-2181,Dannys Restaurant,Brooklyn,us,40.655266,-73.930996,11203,5412ac5c-76ad-4b77-937c-daa0fb5ded6f
